"race","classtype","yearssmall","hsgrad","g4math","g4reading"
1,3,0,0,702,697
1,1,2,1,NA,NA
1,2,0,1,691,669
2,3,0,NA,702,692
2,1,4,1,821,699
1,1,1,1,701,739
1,1,1,NA,NA,NA
1,2,0,1,678,726
1,3,0,NA,684,739
2,1,4,NA,NA,NA
1,2,0,1,701,624
2,2,0,NA,NA,NA
1,1,4,1,682,666
1,2,0,1,678,745
2,2,0,NA,681,755
1,3,0,1,733,713
1,3,1,1,714,763
1,2,0,1,NA,NA
1,3,0,NA,NA,NA
1,3,0,NA,NA,NA
1,1,4,1,664,735
1,3,0,1,741,732
1,3,0,1,717,763
1,2,0,1,NA,NA
1,1,4,0,719,647
1,2,0,NA,NA,NA
1,2,3,1,682,661
1,2,0,1,711,684
1,1,1,1,NA,NA
1,1,4,1,758,759
1,2,0,1,NA,NA
1,2,0,0,NA,NA
1,1,1,1,NA,NA
1,3,0,1,821,716
1,3,0,1,709,737
1,1,4,NA,725,693
1,2,0,1,729,528
1,3,0,1,692,726
1,1,4,0,NA,NA
1,1,1,1,NA,NA
2,2,0,NA,NA,NA
2,3,0,1,NA,NA
2,1,4,NA,732,699
1,1,4,NA,662,528
1,1,1,1,NA,NA
1,1,4,1,744,701
1,1,4,0,NA,NA
1,1,4,1,702,684
1,1,4,0,NA,NA
2,1,1,NA,NA,NA
1,2,0,NA,NA,NA
1,2,0,1,NA,NA
2,3,0,NA,NA,NA
2,3,0,NA,NA,NA
2,1,1,NA,NA,NA
1,3,0,NA,NA,NA
2,2,0,NA,687,736
2,3,1,NA,NA,NA
2,1,4,NA,690,692
2,1,1,NA,NA,NA
2,3,0,1,NA,NA
2,3,0,NA,NA,NA
2,3,0,NA,NA,NA
2,2,0,NA,NA,NA
2,1,4,1,740,662
1,3,0,0,NA,NA
1,1,1,1,NA,NA
2,3,0,1,NA,NA
1,2,0,NA,NA,NA
2,3,0,0,NA,NA
2,2,0,NA,NA,NA
2,1,1,1,NA,NA
2,3,3,1,NA,NA
2,2,0,1,714,703
2,2,0,NA,NA,NA
2,2,0,0,NA,NA
2,3,0,NA,NA,NA
1,2,0,NA,NA,NA
2,2,0,NA,NA,NA
2,1,1,NA,NA,NA
2,3,0,NA,NA,NA
2,3,0,0,NA,NA
2,1,3,1,NA,NA
2,2,0,NA,NA,NA
2,3,0,NA,NA,NA
2,1,4,1,NA,NA
2,2,0,1,NA,NA
2,2,0,0,NA,NA
2,3,1,NA,NA,NA
1,2,0,1,NA,NA
1,2,0,1,NA,NA
1,2,0,1,703,784
1,3,3,1,698,836
1,2,0,1,633,649
1,2,3,1,652,721
1,3,0,NA,NA,NA
1,3,1,1,710,760
1,1,2,1,NA,NA
1,3,0,NA,NA,NA
1,3,0,1,NA,NA
1,2,0,1,NA,NA
1,1,4,1,725,784
1,1,4,1,629,621
1,1,4,NA,700,744
1,3,0,1,666,719
1,1,4,NA,702,733
1,3,3,NA,677,672
1,2,0,1,744,751
1,3,0,1,713,677
1,1,2,NA,NA,NA
1,2,0,1,670,682
1,1,3,0,NA,NA
1,3,0,0,NA,NA
1,3,0,NA,727,707
1,2,0,NA,758,750
1,1,3,NA,NA,NA
1,2,0,NA,681,676
1,3,0,NA,678,680
1,3,0,1,715,728
1,1,1,NA,NA,NA
1,1,4,NA,NA,NA
1,3,0,NA,NA,NA
1,2,0,NA,711,681
1,3,0,NA,658,675
1,2,0,NA,NA,NA
2,1,4,0,662,621
2,3,0,NA,NA,NA
2,2,0,1,NA,NA
1,3,0,1,743,731
1,3,0,NA,NA,NA
1,1,1,1,NA,NA
1,3,0,NA,NA,NA
1,3,0,1,701,697
1,1,4,0,741,836
1,3,0,1,NA,NA
1,3,0,1,739,700
1,2,0,NA,NA,NA
1,3,0,1,NA,NA
1,1,4,1,699,713
1,3,0,NA,587,706
1,1,4,NA,638,721
1,3,0,1,NA,NA
1,2,0,1,711,715
1,2,0,NA,NA,NA
1,3,0,1,767,714
1,1,4,1,758,721
1,1,3,1,NA,NA
1,1,4,1,703,760
1,3,0,1,NA,NA
1,2,0,1,NA,NA
1,3,3,1,718,NA
1,2,0,1,NA,NA
1,3,0,NA,NA,NA
1,1,3,1,717,695
1,1,1,1,NA,NA
1,3,0,0,NA,NA
1,1,4,1,NA,NA
1,3,0,1,703,738
1,1,4,1,652,NA
1,2,0,1,739,763
1,1,1,NA,NA,NA
1,1,1,1,NA,NA
1,3,0,1,690,NA
1,2,0,1,NA,NA
1,3,0,NA,NA,NA
1,1,4,1,679,739
1,1,4,1,NA,NA
1,3,0,NA,713,732
1,2,0,1,NA,NA
1,3,0,1,NA,NA
1,3,0,1,NA,NA
1,2,0,0,676,680
2,3,0,NA,NA,NA
2,3,0,NA,693,778
1,2,0,1,707,673
1,2,0,1,728,785
1,2,0,NA,NA,NA
1,2,0,NA,739,781
1,1,4,NA,731,723
1,2,0,1,700,677
1,1,1,NA,NA,NA
2,3,0,1,NA,NA
1,2,0,0,NA,NA
1,3,0,NA,NA,NA
1,3,2,1,NA,NA
1,1,4,1,738,711
1,3,1,NA,NA,NA
2,3,0,NA,NA,NA
2,3,0,NA,711,778
1,1,1,NA,NA,NA
1,2,1,NA,659,656
1,2,0,NA,NA,NA
1,1,2,NA,NA,NA
1,2,3,NA,721,769
1,3,0,1,712,748
1,3,3,1,NA,NA
1,1,1,1,NA,NA
1,2,0,1,712,744
1,3,0,1,NA,NA
1,3,0,1,NA,NA
1,2,0,1,765,716
1,2,0,1,736,722
1,3,0,NA,NA,NA
1,3,0,NA,NA,NA
1,1,2,NA,NA,NA
2,3,0,1,NA,NA
2,2,0,0,NA,NA
1,1,4,1,704,778
1,3,0,NA,NA,NA
1,3,0,NA,NA,NA
1,1,4,1,728,721
1,3,0,1,717,725
1,1,1,NA,NA,NA
1,1,1,NA,NA,NA
1,3,0,1,728,703
1,2,0,NA,721,708
1,3,0,1,738,763
1,2,0,1,711,717
1,2,0,1,697,667
1,2,0,NA,678,728
1,3,0,0,NA,NA
1,1,3,NA,729,700
1,1,4,NA,750,742
1,3,0,0,700,717
1,3,0,1,NA,NA
1,3,3,NA,NA,NA
1,1,1,1,NA,NA
1,1,4,0,679,698
1,3,0,1,NA,NA
1,3,0,NA,NA,NA
1,3,0,NA,758,836
1,1,1,NA,NA,NA
1,1,4,NA,821,753
1,3,0,1,701,717
1,1,4,NA,714,670
1,3,0,NA,723,731
1,3,0,NA,NA,NA
1,3,1,1,686,836
1,3,0,1,741,716
1,3,0,1,NA,NA
1,3,0,NA,687,698
2,1,2,NA,696,662
1,1,4,1,729,763
1,1,4,NA,695,697
1,2,0,1,726,720
1,1,2,NA,NA,NA
1,1,1,NA,NA,NA
1,2,0,1,NA,NA
1,2,0,1,686,703
1,2,0,1,663,591
1,2,0,1,714,771
2,2,0,NA,NA,NA
1,3,0,NA,NA,NA
1,1,4,NA,719,763
1,1,2,NA,NA,NA
1,3,0,1,702,740
1,1,1,NA,NA,NA
1,1,1,1,NA,NA
1,3,0,NA,NA,NA
1,2,0,1,NA,NA
2,1,2,NA,NA,NA
1,1,3,NA,NA,NA
1,3,0,NA,696,750
1,1,3,NA,NA,NA
1,2,0,1,693,750
1,2,0,1,706,734
1,2,0,1,NA,NA
1,3,0,NA,NA,NA
1,2,0,1,NA,NA
1,3,0,NA,NA,NA
1,1,1,0,NA,NA
1,1,4,1,821,836
1,3,0,NA,710,691
2,2,0,NA,657,710
1,3,0,NA,NA,NA
2,1,4,1,644,628
1,2,0,NA,NA,NA
2,2,0,NA,NA,NA
1,1,4,1,718,729
1,3,3,1,699,672
2,3,0,NA,NA,NA
1,2,0,1,712,836
1,1,4,0,699,761
1,1,1,NA,NA,NA
1,3,0,1,669,750
1,1,4,1,742,767
1,3,0,NA,626,763
1,2,0,1,NA,NA
1,1,4,1,744,763
1,3,0,NA,677,694
1,1,4,1,710,681
1,1,2,NA,NA,NA
1,3,3,1,730,765
1,3,0,1,NA,NA
1,3,0,1,744,722
1,1,1,1,710,750
1,1,2,NA,NA,NA
1,1,1,NA,NA,NA
1,1,3,NA,NA,NA
1,1,4,1,736,765
1,1,4,1,704,697
1,3,0,1,NA,NA
1,3,0,1,731,781
1,1,3,1,698,723
1,1,2,NA,NA,NA
1,1,1,1,NA,NA
1,3,0,0,NA,NA
1,1,4,1,739,755
1,2,0,1,732,700
1,3,0,1,757,731
1,2,0,NA,NA,NA
1,2,0,NA,NA,NA
1,1,2,NA,NA,NA
1,3,0,NA,653,669
1,2,0,1,758,794
2,3,0,NA,NA,NA
1,1,4,1,708,705
1,3,0,1,739,750
1,1,4,1,731,734
1,2,0,1,821,794
1,2,0,1,723,750
1,2,0,NA,NA,NA
1,3,0,1,NA,NA
1,1,4,1,757,718
1,1,3,1,NA,NA
2,2,1,0,667,686
1,2,0,1,712,782
1,2,1,1,821,764
1,1,1,1,NA,NA
1,3,0,1,711,750
1,3,0,NA,NA,NA
1,1,2,NA,NA,NA
1,2,0,NA,NA,NA
2,1,1,NA,NA,NA
1,3,0,NA,643,778
1,1,4,NA,718,733
1,2,0,1,NA,NA
1,3,0,NA,NA,NA
1,3,0,NA,NA,NA
1,1,4,1,725,785
1,3,0,NA,NA,NA
1,2,3,1,741,710
1,3,0,NA,NA,NA
1,1,4,1,726,742
1,3,0,NA,NA,NA
1,1,4,1,702,720
1,2,3,1,712,764
1,3,0,1,650,712
1,1,4,1,720,682
1,3,0,1,732,765
1,3,0,0,NA,NA
1,3,0,1,694,668
1,2,0,1,712,733
1,3,0,1,NA,NA
1,1,4,1,646,528
1,1,4,0,732,734
1,1,4,NA,715,728
1,1,4,1,699,740
1,1,4,1,758,836
1,1,2,NA,NA,NA
1,3,0,1,758,836
2,1,4,NA,743,696
1,2,0,1,719,751
1,3,1,NA,734,NA
2,3,0,NA,NA,NA
1,2,2,1,821,796
2,1,3,NA,NA,NA
2,1,4,1,NA,NA
2,1,4,1,698,723
2,2,0,1,NA,NA
1,2,0,NA,NA,NA
1,1,4,1,768,763
2,3,0,NA,NA,NA
1,1,2,NA,NA,NA
1,1,4,1,713,719
2,2,0,NA,NA,NA
2,2,0,0,NA,NA
2,1,4,1,NA,NA
2,1,4,1,NA,NA
2,3,1,0,NA,NA
1,3,0,NA,NA,NA
2,3,0,NA,NA,NA
1,2,0,0,707,703
2,1,4,NA,NA,NA
2,2,0,0,NA,NA
2,2,0,1,697,727
2,3,0,1,NA,NA
2,1,2,NA,NA,NA
1,3,0,1,NA,NA
1,3,3,NA,NA,NA
1,1,1,NA,NA,NA
2,3,0,NA,NA,NA
2,3,0,NA,NA,NA
2,3,0,1,684,735
2,2,0,NA,NA,NA
2,3,0,1,NA,NA
2,1,3,NA,NA,NA
1,1,4,NA,769,750
2,3,0,NA,NA,NA
2,3,2,NA,NA,NA
2,3,1,NA,684,725
2,3,0,NA,NA,NA
2,1,4,1,NA,NA
2,2,0,NA,NA,NA
2,3,0,0,NA,NA
2,2,0,NA,NA,NA
2,1,4,1,NA,NA
2,2,0,1,NA,NA
2,2,0,0,NA,NA
2,3,0,NA,NA,NA
2,2,0,NA,NA,NA
1,2,0,1,719,745
1,2,0,1,712,784
1,3,0,1,647,719
1,2,0,NA,NA,NA
1,1,1,NA,NA,NA
1,2,0,1,NA,NA
1,3,0,NA,NA,NA
1,2,0,NA,NA,NA
1,1,1,1,NA,NA
1,2,0,1,716,761
1,2,0,1,758,755
1,3,0,1,706,708
1,2,0,NA,758,747
1,2,0,NA,NA,NA
1,3,2,1,702,745
1,3,0,NA,NA,NA
1,1,2,NA,NA,NA
1,2,0,1,707,706
1,2,0,1,NA,NA
1,1,4,NA,736,782
1,1,1,1,NA,NA
2,1,1,NA,NA,NA
1,3,0,NA,NA,NA
1,2,0,NA,NA,NA
1,2,0,NA,715,692
6,2,0,NA,NA,NA
1,2,0,NA,NA,NA
1,3,0,NA,NA,NA
1,3,0,1,NA,NA
1,1,3,NA,NA,NA
1,2,0,1,NA,NA
1,3,0,1,NA,NA
1,3,0,NA,NA,NA
1,2,0,1,NA,NA
1,2,0,1,637,722
1,3,0,NA,675,559
1,2,0,1,NA,NA
2,3,0,1,722,698
1,3,0,0,671,714
1,1,3,0,NA,NA
1,1,1,NA,NA,NA
1,3,0,1,741,742
1,2,1,NA,664,686
1,1,1,1,NA,NA
1,3,0,1,NA,NA
1,2,0,1,NA,NA
1,1,2,NA,NA,NA
1,3,0,1,NA,NA
1,3,0,NA,758,771
1,2,0,1,NA,NA
1,3,0,1,734,745
1,2,0,1,NA,NA
1,1,4,NA,728,760
1,1,1,NA,NA,NA
1,1,4,1,711,710
1,2,0,1,758,716
1,1,2,1,NA,NA
1,3,0,1,758,702
1,1,1,NA,NA,NA
1,3,0,1,682,707
1,2,0,0,NA,NA
1,2,0,1,NA,NA
1,3,0,NA,NA,NA
1,3,1,0,NA,NA
1,3,0,NA,NA,NA
1,3,0,NA,NA,NA
1,1,3,1,716,745
1,1,4,1,747,NA
1,1,3,1,NA,NA
1,1,4,1,NA,NA
1,1,4,1,NA,NA
1,2,0,1,668,741
1,3,0,1,695,700
1,3,0,NA,697,725
1,1,4,1,673,690
1,3,0,0,697,645
1,3,0,1,717,735
1,3,0,NA,NA,NA
1,1,4,1,703,729
1,3,0,NA,758,711
1,2,0,NA,NA,NA
1,1,1,NA,NA,NA
1,3,0,1,678,738
1,2,0,NA,732,740
1,2,3,1,758,724
1,1,3,NA,NA,NA
1,2,0,NA,691,836
1,2,0,NA,NA,NA
1,3,0,NA,724,763
1,3,0,NA,742,721
1,2,0,NA,NA,NA
1,3,2,NA,712,836
2,1,1,NA,NA,NA
1,3,0,NA,NA,NA
1,1,2,1,NA,NA
1,3,0,1,707,728
1,2,3,1,758,760
1,3,0,NA,678,710
1,2,3,1,NA,NA
1,1,4,NA,684,784
1,1,1,0,NA,NA
1,2,0,1,NA,NA
1,3,0,1,706,698
1,1,4,NA,718,734
1,1,4,NA,714,748
1,1,4,NA,752,771
1,2,0,NA,NA,NA
1,3,0,NA,698,677
1,3,1,1,NA,NA
1,2,0,NA,675,714
1,2,0,1,654,700
1,1,1,1,NA,NA
1,2,0,NA,NA,NA
1,3,0,NA,NA,NA
1,1,1,NA,NA,NA
1,1,4,1,666,836
1,3,0,NA,710,712
1,2,0,1,722,728
1,2,0,1,628,604
1,3,0,1,NA,NA
1,2,0,NA,NA,NA
2,3,0,NA,NA,NA
1,1,1,0,NA,NA
2,2,0,NA,NA,NA
1,3,0,1,740,761
1,1,2,1,NA,NA
1,2,0,NA,715,738
1,3,0,0,675,693
1,2,0,0,NA,NA
1,2,0,1,723,794
1,3,0,1,682,771
2,3,0,1,758,740
1,3,0,1,NA,NA
1,1,4,1,703,735
2,3,0,NA,669,705
1,1,1,NA,NA,NA
1,1,1,1,NA,NA
1,2,0,0,NA,NA
1,3,0,1,655,686
1,1,1,1,703,714
1,2,0,0,NA,NA
1,2,0,0,NA,NA
1,1,3,NA,NA,NA
1,3,0,1,738,760
1,1,1,NA,NA,NA
1,2,0,NA,NA,NA
1,2,0,1,NA,NA
1,3,0,NA,NA,NA
2,3,0,NA,NA,NA
1,2,0,1,658,689
2,2,3,1,NA,NA
1,2,0,NA,NA,NA
1,1,4,NA,NA,NA
1,3,0,1,NA,673
2,3,0,1,NA,NA
1,1,4,NA,665,721
1,1,1,NA,NA,NA
1,1,3,NA,NA,NA
2,1,1,NA,NA,NA
1,2,0,1,NA,NA
1,3,0,1,670,684
1,1,3,1,NA,NA
1,2,0,NA,NA,NA
1,3,0,NA,727,703
2,1,4,1,NA,NA
1,1,1,NA,NA,NA
2,1,1,NA,NA,NA
2,3,0,0,NA,NA
1,2,0,1,647,710
2,2,0,NA,NA,NA
1,3,0,NA,NA,NA
1,3,0,NA,719,741
1,2,0,1,NA,NA
2,3,0,NA,NA,NA
1,3,0,NA,NA,NA
2,2,3,NA,659,626
1,3,0,1,624,686
1,2,0,0,688,719
2,3,0,NA,487,642
1,1,1,NA,NA,NA
1,2,0,NA,NA,NA
1,2,0,0,NA,NA
1,2,0,1,693,692
1,2,0,1,708,731
1,2,0,NA,NA,NA
1,3,0,1,683,725
1,1,4,NA,718,836
1,2,0,1,693,725
1,1,4,1,689,713
1,1,4,NA,757,726
1,1,4,1,704,700
1,1,4,1,758,717
1,2,0,NA,NA,NA
1,2,1,1,675,720
1,1,4,NA,662,724
1,2,0,1,749,738
1,1,4,1,694,684
1,3,0,1,690,734
1,3,0,NA,710,729
1,3,0,NA,NA,NA
1,1,4,1,686,698
1,1,1,NA,NA,NA
1,2,0,1,767,699
2,1,2,0,NA,NA
1,2,0,1,744,734
1,2,2,1,NA,NA
1,3,0,NA,NA,NA
1,3,0,1,NA,NA
1,2,0,1,NA,NA
1,1,1,NA,NA,NA
1,1,4,1,696,703
1,2,0,1,NA,NA
1,3,0,NA,NA,NA
1,1,4,NA,700,794
1,2,0,NA,NA,NA
1,2,0,NA,648,683
1,2,0,NA,NA,NA
1,1,2,1,NA,NA
1,1,4,1,728,782
1,1,1,1,714,784
2,1,4,1,689,693
2,2,0,NA,NA,NA
1,3,0,1,821,719
2,1,1,NA,NA,NA
1,1,1,NA,NA,NA
1,1,4,1,717,770
1,2,0,NA,672,554
1,2,0,NA,NA,NA
1,2,1,1,696,707
1,2,0,NA,758,741
1,2,0,1,758,739
1,2,0,1,NA,NA
1,1,4,1,663,706
1,2,0,1,725,711
1,1,4,1,773,836
1,2,0,NA,NA,NA
1,1,4,1,701,752
1,2,0,1,NA,NA
1,3,0,1,NA,NA
1,3,0,1,725,760
1,1,4,1,692,760
1,2,3,1,715,746
1,1,2,NA,NA,NA
1,3,0,NA,NA,NA
1,2,0,1,695,722
1,2,0,NA,702,731
1,1,4,1,727,782
1,3,0,1,732,699
1,3,0,1,717,794
1,3,0,1,NA,NA
1,3,0,0,NA,NA
1,3,0,1,NA,NA
1,3,0,NA,555,658
1,2,0,1,NA,NA
1,2,0,1,NA,NA
1,2,0,1,NA,NA
1,2,0,NA,NA,NA
1,1,1,NA,NA,NA
1,3,0,NA,NA,NA
1,2,0,NA,NA,NA
1,2,0,1,NA,NA
1,3,0,1,707,718
2,1,4,NA,657,677
1,3,0,1,647,695
1,2,0,1,724,709
2,1,4,NA,NA,NA
1,3,0,1,649,750
1,3,0,NA,NA,NA
1,3,0,NA,NA,NA
1,3,2,1,785,760
1,2,0,1,739,836
1,1,4,1,738,785
2,1,1,1,NA,NA
2,2,0,NA,NA,NA
2,2,0,NA,NA,NA
1,1,1,0,NA,NA
2,3,0,NA,NA,NA
1,2,0,NA,NA,NA
1,2,2,1,707,669
2,2,0,1,NA,NA
2,1,3,1,684,674
2,1,2,NA,NA,NA
1,1,3,NA,NA,NA
2,3,0,NA,NA,NA
2,2,0,NA,NA,NA
2,1,1,NA,NA,NA
2,1,4,NA,NA,NA
1,2,0,0,NA,NA
2,3,0,1,NA,NA
2,2,0,NA,NA,NA
2,3,0,NA,NA,NA
2,1,4,1,739,741
2,3,0,NA,NA,NA
2,2,0,1,NA,NA
2,3,1,1,NA,NA
2,2,0,NA,NA,NA
2,1,1,NA,NA,NA
2,1,4,NA,711,663
2,2,0,1,727,750
2,3,0,0,NA,NA
2,1,1,1,NA,NA
1,2,0,1,NA,NA
2,2,0,1,NA,NA
2,2,0,NA,NA,NA
2,2,0,1,NA,NA
2,3,0,1,NA,NA
2,1,4,1,NA,NA
2,3,0,1,660,677
2,3,0,NA,NA,NA
2,3,0,NA,NA,NA
2,2,0,NA,NA,NA
2,1,3,NA,NA,NA
2,1,4,NA,NA,NA
2,2,0,1,NA,NA
2,1,4,NA,643,660
2,1,1,0,NA,NA
2,1,1,1,NA,NA
1,2,0,1,699,751
1,3,0,NA,NA,NA
1,2,0,NA,NA,NA
2,2,0,1,680,684
1,2,0,0,NA,NA
1,3,0,NA,NA,NA
1,3,0,NA,688,680
1,2,0,1,682,695
2,2,0,1,NA,NA
2,2,0,NA,NA,NA
1,2,1,1,684,755
1,2,0,0,NA,NA
1,1,4,1,715,696
1,2,0,NA,NA,NA
1,3,0,NA,NA,NA
1,3,0,NA,NA,NA
1,1,1,NA,NA,NA
1,2,0,1,696,712
1,1,4,NA,684,745
1,2,0,NA,NA,NA
1,2,0,1,724,690
1,2,0,NA,NA,NA
1,2,0,1,NA,NA
1,1,4,1,741,745
1,3,0,NA,NA,NA
1,2,0,1,705,652
1,3,0,1,653,700
1,1,4,1,697,731
1,2,2,1,725,763
1,3,3,1,726,781
1,1,1,NA,NA,NA
1,1,4,1,739,692
1,1,4,1,650,667
1,2,3,1,740,836
2,3,0,1,716,724
1,3,0,NA,694,752
1,1,4,1,758,782
1,3,0,1,630,706
1,3,0,1,705,750
1,3,0,1,NA,NA
2,3,0,NA,NA,NA
1,2,0,0,695,741
2,2,3,1,664,717
2,2,0,NA,NA,NA
1,2,0,NA,739,743
1,3,0,1,708,738
1,2,3,1,685,711
1,2,0,1,707,731
1,2,0,NA,NA,NA
1,2,0,NA,724,836
1,3,0,1,690,721
1,1,1,1,688,698
1,3,2,NA,725,760
1,2,0,1,716,682
1,2,0,1,NA,NA
1,3,0,1,652,680
1,2,2,NA,NA,NA
1,2,0,1,NA,NA
1,3,0,NA,NA,NA
2,3,0,NA,NA,NA
1,1,4,NA,725,740
1,3,0,0,641,695
1,1,2,1,NA,NA
1,1,1,1,NA,NA
1,3,0,0,NA,NA
1,2,0,NA,NA,NA
1,1,4,1,723,753
2,3,0,1,671,690
1,2,0,1,744,736
1,3,0,NA,NA,NA
1,1,1,NA,NA,NA
1,3,0,1,723,NA
1,2,0,NA,NA,NA
1,2,0,1,707,NA
1,3,0,1,NA,NA
1,3,0,1,NA,NA
1,3,0,NA,NA,NA
1,3,0,NA,NA,NA
1,1,2,1,NA,NA
1,2,1,1,NA,NA
1,1,1,0,NA,NA
1,1,1,NA,NA,NA
1,1,1,NA,NA,NA
1,2,0,1,NA,NA
1,1,1,1,NA,NA
2,3,0,NA,NA,NA
1,1,4,NA,663,663
1,3,0,1,701,836
1,2,0,1,NA,NA
1,1,4,1,736,726
1,2,0,NA,765,750
1,3,0,1,NA,NA
1,2,0,NA,NA,NA
1,2,2,1,758,836
1,2,0,1,NA,NA
1,2,0,1,678,745
1,1,4,1,669,655
1,3,0,1,NA,NA
2,1,3,NA,NA,NA
1,2,0,NA,NA,NA
2,2,0,1,653,708
1,2,0,NA,706,693
1,2,0,1,684,674
1,1,4,1,718,712
1,1,4,1,706,748
1,3,1,NA,NA,NA
1,2,0,NA,NA,NA
1,3,0,1,NA,NA
2,2,0,1,NA,NA
1,3,0,NA,NA,NA
1,2,0,NA,702,705
1,3,0,1,693,729
1,2,0,1,764,760
1,2,0,1,685,688
1,2,0,NA,NA,NA
1,1,2,1,NA,NA
1,3,0,1,NA,NA
1,1,2,NA,NA,NA
2,3,0,NA,NA,NA
1,3,0,NA,695,734
1,1,4,NA,688,639
1,3,0,NA,699,711
1,1,4,NA,626,662
1,1,1,NA,NA,NA
1,1,1,1,659,682
1,1,3,1,NA,NA
1,3,0,NA,NA,NA
1,3,0,1,NA,NA
1,1,1,NA,NA,NA
1,3,0,0,705,740
1,2,0,NA,NA,NA
1,2,0,1,720,836
2,2,0,0,739,725
1,2,0,NA,722,687
1,3,0,1,758,732
1,1,3,NA,NA,NA
1,3,0,NA,716,761
1,3,0,NA,NA,NA
1,3,0,NA,704,697
1,1,4,1,633,746
1,1,1,NA,NA,NA
1,2,0,1,724,745
2,3,0,1,NA,NA
1,2,0,NA,NA,NA
1,3,0,NA,715,784
1,3,0,1,NA,NA
1,3,3,1,710,763
1,3,0,NA,689,722
2,1,4,NA,NA,NA
1,1,1,NA,NA,NA
1,1,1,NA,NA,NA
2,1,2,NA,NA,NA
1,3,0,NA,NA,NA
1,1,1,NA,NA,NA
2,3,0,NA,NA,NA
1,1,1,NA,NA,NA
1,2,0,NA,NA,NA
1,2,0,NA,NA,NA
2,3,0,NA,NA,NA
1,3,0,NA,NA,NA
1,1,4,0,668,691
1,2,0,1,NA,NA
2,1,1,NA,NA,NA
1,1,1,NA,NA,NA
1,2,0,1,NA,NA
1,2,0,NA,NA,NA
2,1,1,NA,NA,NA
1,2,0,NA,NA,NA
1,3,2,1,NA,NA
2,3,2,NA,NA,NA
1,2,0,NA,NA,NA
2,2,0,NA,NA,NA
1,3,0,NA,NA,NA
